,name,qid,measure,value
276,TerrierRetr(BM25),test-economy-thhghwhwift-pro02a,R@10,0.0
277,TerrierRetr(BM25),test-economy-thhghwhwift-pro02a,R@100,1.0
278,TerrierRetr(BM25),test-economy-thhghwhwift-pro02a,RR@10,0.0
240,TerrierRetr(BM25),test-economy-thsptr-con01a,R@10,1.0
241,TerrierRetr(BM25),test-economy-thsptr-con01a,R@100,1.0
242,TerrierRetr(BM25),test-economy-thsptr-con01a,RR@10,0.1
231,TerrierRetr(BM25),test-economy-thsptr-con02a,R@10,0.0
232,TerrierRetr(BM25),test-economy-thsptr-con02a,R@100,1.0
233,TerrierRetr(BM25),test-economy-thsptr-con02a,RR@10,0.0
237,TerrierRetr(BM25),test-economy-thsptr-con04a,R@10,1.0
238,TerrierRetr(BM25),test-economy-thsptr-con04a,R@100,1.0
239,TerrierRetr(BM25),test-economy-thsptr-con04a,RR@10,0.14285714285714285
234,TerrierRetr(BM25),test-economy-thsptr-con05a,R@10,1.0
235,TerrierRetr(BM25),test-economy-thsptr-con05a,R@100,1.0
236,TerrierRetr(BM25),test-economy-thsptr-con05a,RR@10,0.3333333333333333
219,TerrierRetr(BM25),test-economy-thsptr-pro02a,R@10,0.0
220,TerrierRetr(BM25),test-economy-thsptr-pro02a,R@100,0.0
221,TerrierRetr(BM25),test-economy-thsptr-pro02a,RR@10,0.0
225,TerrierRetr(BM25),test-economy-thsptr-pro03a,R@10,1.0
226,TerrierRetr(BM25),test-economy-thsptr-pro03a,R@100,1.0
227,TerrierRetr(BM25),test-economy-thsptr-pro03a,RR@10,0.3333333333333333
228,TerrierRetr(BM25),test-economy-thsptr-pro04a,R@10,1.0
229,TerrierRetr(BM25),test-economy-thsptr-pro04a,R@100,1.0
230,TerrierRetr(BM25),test-economy-thsptr-pro04a,RR@10,0.5
222,TerrierRetr(BM25),test-economy-thsptr-pro05a,R@10,0.0
223,TerrierRetr(BM25),test-economy-thsptr-pro05a,R@100,1.0
224,TerrierRetr(BM25),test-economy-thsptr-pro05a,RR@10,0.0
3,TerrierRetr(BM25),test-environment-aeghhgwpe-pro01a,R@10,1.0
4,TerrierRetr(BM25),test-environment-aeghhgwpe-pro01a,R@100,1.0
5,TerrierRetr(BM25),test-environment-aeghhgwpe-pro01a,RR@10,0.3333333333333333
0,TerrierRetr(BM25),test-environment-aeghhgwpe-pro02a,R@10,1.0
1,TerrierRetr(BM25),test-environment-aeghhgwpe-pro02a,R@100,1.0
2,TerrierRetr(BM25),test-environment-aeghhgwpe-pro02a,RR@10,0.5
6,TerrierRetr(BM25),test-environment-aeghhgwpe-pro03a,R@10,1.0
7,TerrierRetr(BM25),test-environment-aeghhgwpe-pro03a,R@100,1.0
8,TerrierRetr(BM25),test-environment-aeghhgwpe-pro03a,RR@10,0.5
15,TerrierRetr(BM25),test-environment-chbwtlgcc-pro04a,R@10,0.0
16,TerrierRetr(BM25),test-environment-chbwtlgcc-pro04a,R@100,0.0
17,TerrierRetr(BM25),test-environment-chbwtlgcc-pro04a,RR@10,0.0
12,TerrierRetr(BM25),test-environment-ehwsnwu-pro01a,R@10,1.0
13,TerrierRetr(BM25),test-environment-ehwsnwu-pro01a,R@100,1.0
14,TerrierRetr(BM25),test-environment-ehwsnwu-pro01a,RR@10,0.25
9,TerrierRetr(BM25),test-environment-ehwsnwu-pro02a,R@10,1.0
10,TerrierRetr(BM25),test-environment-ehwsnwu-pro02a,R@100,1.0
11,TerrierRetr(BM25),test-environment-ehwsnwu-pro02a,RR@10,0.2
189,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con01a,R@10,0.0
190,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con01a,R@100,1.0
191,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con01a,RR@10,0.0
183,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con02a,R@10,1.0
184,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con02a,R@100,1.0
185,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con02a,RR@10,0.3333333333333333
186,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con03a,R@10,1.0
187,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con03a,R@100,1.0
188,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-con03a,RR@10,0.3333333333333333
177,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro01a,R@10,0.0
178,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro01a,R@100,1.0
179,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro01a,RR@10,0.0
174,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro02a,R@10,0.0
175,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro02a,R@100,1.0
176,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro02a,RR@10,0.0
180,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro03a,R@10,0.0
181,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro03a,R@100,0.0
182,TerrierRetr(BM25),test-free-speech-debate-fchbjaj-pro03a,RR@10,0.0
150,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con01a,R@10,0.0
151,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con01a,R@100,1.0
152,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con01a,RR@10,0.0
144,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con02a,R@10,1.0
145,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con02a,R@100,1.0
146,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con02a,RR@10,0.5
147,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con03a,R@10,0.0
148,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con03a,R@100,0.0
149,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-con03a,RR@10,0.0
138,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro01a,R@10,1.0
139,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro01a,R@100,1.0
140,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro01a,RR@10,0.2
135,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro02a,R@10,0.0
136,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro02a,R@100,0.0
137,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro02a,RR@10,0.0
141,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro03a,R@10,1.0
142,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro03a,R@100,1.0
143,TerrierRetr(BM25),test-free-speech-debate-ldhwbmclg-pro03a,RR@10,0.125
162,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-con02a,R@10,0.0
163,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-con02a,R@100,0.0
164,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-con02a,RR@10,0.0
156,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro01a,R@10,1.0
157,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro01a,R@100,1.0
158,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro01a,RR@10,0.2
153,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro02a,R@10,0.0
154,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro02a,R@100,1.0
155,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro02a,RR@10,0.0
159,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro03a,R@10,1.0
160,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro03a,R@100,1.0
161,TerrierRetr(BM25),test-free-speech-debate-ldhwprhs-pro03a,RR@10,0.2
111,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con01a,R@10,0.0
112,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con01a,R@100,0.0
113,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con01a,RR@10,0.0
108,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con02a,R@10,0.0
109,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con02a,R@100,0.0
110,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-con02a,RR@10,0.0
105,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-pro03a,R@10,0.0
106,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-pro03a,R@100,1.0
107,TerrierRetr(BM25),test-free-speech-debate-magghbcrg-pro03a,RR@10,0.0
120,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-con02a,R@10,0.0
121,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-con02a,R@100,0.0
122,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-con02a,RR@10,0.0
117,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro01a,R@10,0.0
118,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro01a,R@100,0.0
119,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro01a,RR@10,0.0
114,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro02a,R@10,0.0
115,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro02a,R@100,1.0
116,TerrierRetr(BM25),test-free-speech-debate-nshbbsbfb-pro02a,RR@10,0.0
204,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-con02a,R@10,1.0
205,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-con02a,R@100,1.0
206,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-con02a,RR@10,0.5
195,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro01a,R@10,1.0
196,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro01a,R@100,1.0
197,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro01a,RR@10,0.1111111111111111
192,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro02a,R@10,1.0
193,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro02a,R@100,1.0
194,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro02a,RR@10,0.25
198,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro03a,R@10,0.0
199,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro03a,R@100,1.0
200,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro03a,RR@10,0.0
201,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro04a,R@10,0.0
202,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro04a,R@100,0.0
203,TerrierRetr(BM25),test-free-speech-debate-nshbcsbawc-pro04a,RR@10,0.0
168,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro01a,R@10,0.0
169,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro01a,R@100,1.0
170,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro01a,RR@10,0.0
165,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro02a,R@10,0.0
166,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro02a,R@100,0.0
167,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro02a,RR@10,0.0
171,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro03a,R@10,0.0
172,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro03a,R@100,0.0
173,TerrierRetr(BM25),test-free-speech-debate-radhbsshr-pro03a,RR@10,0.0
132,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con01a,R@10,0.0
133,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con01a,R@100,0.0
134,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con01a,RR@10,0.0
129,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con02a,R@10,0.0
130,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con02a,R@100,0.0
131,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-con02a,RR@10,0.0
126,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro01a,R@10,0.0
127,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro01a,R@100,0.0
128,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro01a,RR@10,0.0
123,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro02a,R@10,0.0
124,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro02a,R@100,0.0
125,TerrierRetr(BM25),test-free-speech-debate-yfsdfkhbwu-pro02a,RR@10,0.0
24,TerrierRetr(BM25),test-health-ahiahbgbsp-pro01a,R@10,1.0
25,TerrierRetr(BM25),test-health-ahiahbgbsp-pro01a,R@100,1.0
26,TerrierRetr(BM25),test-health-ahiahbgbsp-pro01a,RR@10,0.125
72,TerrierRetr(BM25),test-health-dhghhbampt-pro03a,R@10,1.0
73,TerrierRetr(BM25),test-health-dhghhbampt-pro03a,R@100,1.0
74,TerrierRetr(BM25),test-health-dhghhbampt-pro03a,RR@10,0.16666666666666666
69,TerrierRetr(BM25),test-health-dhghwapgd-con01a,R@10,1.0
70,TerrierRetr(BM25),test-health-dhghwapgd-con01a,R@100,1.0
71,TerrierRetr(BM25),test-health-dhghwapgd-con01a,RR@10,0.1111111111111111
60,TerrierRetr(BM25),test-health-dhghwapgd-con02a,R@10,1.0
61,TerrierRetr(BM25),test-health-dhghwapgd-con02a,R@100,1.0
62,TerrierRetr(BM25),test-health-dhghwapgd-con02a,RR@10,0.1
66,TerrierRetr(BM25),test-health-dhghwapgd-con03a,R@10,0.0
67,TerrierRetr(BM25),test-health-dhghwapgd-con03a,R@100,1.0
68,TerrierRetr(BM25),test-health-dhghwapgd-con03a,RR@10,0.0
63,TerrierRetr(BM25),test-health-dhghwapgd-con04a,R@10,1.0
64,TerrierRetr(BM25),test-health-dhghwapgd-con04a,R@100,1.0
65,TerrierRetr(BM25),test-health-dhghwapgd-con04a,RR@10,0.1111111111111111
51,TerrierRetr(BM25),test-health-dhghwapgd-pro01a,R@10,0.0
52,TerrierRetr(BM25),test-health-dhghwapgd-pro01a,R@100,1.0
53,TerrierRetr(BM25),test-health-dhghwapgd-pro01a,RR@10,0.0
45,TerrierRetr(BM25),test-health-dhghwapgd-pro02a,R@10,1.0
46,TerrierRetr(BM25),test-health-dhghwapgd-pro02a,R@100,1.0
47,TerrierRetr(BM25),test-health-dhghwapgd-pro02a,RR@10,0.5
54,TerrierRetr(BM25),test-health-dhghwapgd-pro03a,R@10,1.0
55,TerrierRetr(BM25),test-health-dhghwapgd-pro03a,R@100,1.0
56,TerrierRetr(BM25),test-health-dhghwapgd-pro03a,RR@10,0.16666666666666666
57,TerrierRetr(BM25),test-health-dhghwapgd-pro04a,R@10,0.0
58,TerrierRetr(BM25),test-health-dhghwapgd-pro04a,R@100,1.0
59,TerrierRetr(BM25),test-health-dhghwapgd-pro04a,RR@10,0.0
48,TerrierRetr(BM25),test-health-dhghwapgd-pro05a,R@10,0.0
49,TerrierRetr(BM25),test-health-dhghwapgd-pro05a,R@100,1.0
50,TerrierRetr(BM25),test-health-dhghwapgd-pro05a,RR@10,0.0
21,TerrierRetr(BM25),test-health-dhgsshbesbc-con01a,R@10,1.0
22,TerrierRetr(BM25),test-health-dhgsshbesbc-con01a,R@100,1.0
23,TerrierRetr(BM25),test-health-dhgsshbesbc-con01a,RR@10,1.0
78,TerrierRetr(BM25),test-health-dhpelhbass-con02a,R@10,1.0
79,TerrierRetr(BM25),test-health-dhpelhbass-con02a,R@100,1.0
80,TerrierRetr(BM25),test-health-dhpelhbass-con02a,RR@10,0.14285714285714285
75,TerrierRetr(BM25),test-health-dhpelhbass-pro01a,R@10,0.0
76,TerrierRetr(BM25),test-health-dhpelhbass-pro01a,R@100,1.0
77,TerrierRetr(BM25),test-health-dhpelhbass-pro01a,RR@10,0.0
18,TerrierRetr(BM25),test-health-hdond-pro01a,R@10,1.0
19,TerrierRetr(BM25),test-health-hdond-pro01a,R@100,1.0
20,TerrierRetr(BM25),test-health-hdond-pro01a,RR@10,0.5
42,TerrierRetr(BM25),test-health-hgwhwbjfs-con01a,R@10,0.0
43,TerrierRetr(BM25),test-health-hgwhwbjfs-con01a,R@100,1.0
44,TerrierRetr(BM25),test-health-hgwhwbjfs-con01a,RR@10,0.0
33,TerrierRetr(BM25),test-health-hgwhwbjfs-con02a,R@10,0.0
34,TerrierRetr(BM25),test-health-hgwhwbjfs-con02a,R@100,0.0
35,TerrierRetr(BM25),test-health-hgwhwbjfs-con02a,RR@10,0.0
39,TerrierRetr(BM25),test-health-hgwhwbjfs-con03a,R@10,1.0
40,TerrierRetr(BM25),test-health-hgwhwbjfs-con03a,R@100,1.0
41,TerrierRetr(BM25),test-health-hgwhwbjfs-con03a,RR@10,0.5
36,TerrierRetr(BM25),test-health-hgwhwbjfs-con04a,R@10,1.0
37,TerrierRetr(BM25),test-health-hgwhwbjfs-con04a,R@100,1.0
38,TerrierRetr(BM25),test-health-hgwhwbjfs-con04a,RR@10,0.16666666666666666
27,TerrierRetr(BM25),test-health-hgwhwbjfs-pro01a,R@10,0.0
28,TerrierRetr(BM25),test-health-hgwhwbjfs-pro01a,R@100,1.0
29,TerrierRetr(BM25),test-health-hgwhwbjfs-pro01a,RR@10,0.0
30,TerrierRetr(BM25),test-health-hgwhwbjfs-pro03a,R@10,0.0
31,TerrierRetr(BM25),test-health-hgwhwbjfs-pro03a,R@100,0.0
32,TerrierRetr(BM25),test-health-hgwhwbjfs-pro03a,RR@10,0.0
507,TerrierRetr(BM25),test-international-aegmeppghw-con01a,R@10,1.0
508,TerrierRetr(BM25),test-international-aegmeppghw-con01a,R@100,1.0
509,TerrierRetr(BM25),test-international-aegmeppghw-con01a,RR@10,0.2
498,TerrierRetr(BM25),test-international-aegmeppghw-con02a,R@10,1.0
499,TerrierRetr(BM25),test-international-aegmeppghw-con02a,R@100,1.0
500,TerrierRetr(BM25),test-international-aegmeppghw-con02a,RR@10,0.5
504,TerrierRetr(BM25),test-international-aegmeppghw-con03a,R@10,1.0
505,TerrierRetr(BM25),test-international-aegmeppghw-con03a,R@100,1.0
506,TerrierRetr(BM25),test-international-aegmeppghw-con03a,RR@10,0.3333333333333333
501,TerrierRetr(BM25),test-international-aegmeppghw-con04a,R@10,1.0
502,TerrierRetr(BM25),test-international-aegmeppghw-con04a,R@100,1.0
503,TerrierRetr(BM25),test-international-aegmeppghw-con04a,RR@10,0.5
492,TerrierRetr(BM25),test-international-aegmeppghw-pro01a,R@10,1.0
493,TerrierRetr(BM25),test-international-aegmeppghw-pro01a,R@100,1.0
494,TerrierRetr(BM25),test-international-aegmeppghw-pro01a,RR@10,0.25
495,TerrierRetr(BM25),test-international-aegmeppghw-pro04a,R@10,0.0
496,TerrierRetr(BM25),test-international-aegmeppghw-pro04a,R@100,1.0
497,TerrierRetr(BM25),test-international-aegmeppghw-pro04a,RR@10,0.0
399,TerrierRetr(BM25),test-international-aghbfcpspr-con01a,R@10,0.0
400,TerrierRetr(BM25),test-international-aghbfcpspr-con01a,R@100,0.0
401,TerrierRetr(BM25),test-international-aghbfcpspr-con01a,RR@10,0.0
396,TerrierRetr(BM25),test-international-aghbfcpspr-con02a,R@10,0.0
397,TerrierRetr(BM25),test-international-aghbfcpspr-con02a,R@100,1.0
398,TerrierRetr(BM25),test-international-aghbfcpspr-con02a,RR@10,0.0
390,TerrierRetr(BM25),test-international-aghbfcpspr-pro01a,R@10,0.0
391,TerrierRetr(BM25),test-international-aghbfcpspr-pro01a,R@100,0.0
392,TerrierRetr(BM25),test-international-aghbfcpspr-pro01a,RR@10,0.0
387,TerrierRetr(BM25),test-international-aghbfcpspr-pro02a,R@10,1.0
388,TerrierRetr(BM25),test-international-aghbfcpspr-pro02a,R@100,1.0
389,TerrierRetr(BM25),test-international-aghbfcpspr-pro02a,RR@10,0.1111111111111111
393,TerrierRetr(BM25),test-international-aghbfcpspr-pro03a,R@10,1.0
